Team	Opponent	Game Site	Game Result	Team Score	Opponent Score	
Southern Methodist	Houston	H	W	77	73	4
Southern Methodist	Temple	@	L	80	89	-9
Southern Methodist	Memphis	H	W	80	68	12
Southern Methodist	Houston	@	L	68	71	-3
Southern Methodist	South Florida	@	W	92	58	34
Southern Methodist	Tulsa	H	L	77	82	-5
Southern Methodist	Gonzaga	H	W	69	60	9
Southern Methodist	Connecticut	@	L	62	68	-6
Southern Methodist	East Carolina	H	W	74	63	11
Southern Methodist	Memphis	@	W	69	62	7
Southern Methodist	Tulane	H	W	74	53	21
Southern Methodist	Connecticut	H	W	80	54	26
Southern Methodist	Cincinnati	@	L	54	61	-7
Southern Mississippi	Memphis	@	L	49	67	-18
Southern Mississippi	Jackson State	H	L	60	78	-18
Southern Mississippi	William Carey	H	L	78	84	-6
Southern Mississippi	Morehead State	@	L	46	61	-15
Southern Mississippi	Troy	@	L	59	69	-10
Southern Mississippi	Alabama	H	L	55	58	-3
Southern Mississippi	North Dakota State	H	W	74	62	12
Southern Mississippi	South Alabama	@	W	57	54	3
Southern Mississippi	Georgia State	H	L	46	66	-20
Southern Mississippi	Tulane	@	L	40	59	-19
Southern Mississippi	Southeastern Oklahoma State	H	W	66	52	14
Southern Mississippi	Louisiana Tech	@	L	57	87	-30
Southern Mississippi	Charlotte	H	L	76	82	-6
Southern Mississippi	Old Dominion	H	W	73	71	2
Southern Mississippi	Florida Atlantic	@	L	51	58	-7
Southern Mississippi	Florida International	@	W	66	60	6
Southern Mississippi	Louisiana Tech	H	L	59	70	-11
Southern Mississippi	Texas-El Paso	H	W	71	58	13
Southern Mississippi	Texas-San Antonio	H	W	86	70	16
Southern Mississippi	North Texas	@	L	54	70	-16
Southern Mississippi	Rice	@	L	65	72	-7
Southern Mississippi	Alabama-Birmingham	H	L	77	80	-3
Southern Mississippi	Middle Tennessee	H	L	54	76	-22
Southern Mississippi	Texas-El Paso	@	L	73	78	-5
Southern Mississippi	Texas-San Antonio	@	L	53	74	-21
Southern Mississippi	Rice	H	L	74	76	-2
Southern Mississippi	North Texas	H	W	81	70	11
Southern Mississippi	Western Kentucky	@	L	60	75	-15
Southern Mississippi	Marshall	@	L	106	108	-2
Southern Utah	Utah	@	L	71	82	-11
Southern Utah	Nevada-Las Vegas	@	L	64	84	-20
Southern Utah	Texas-San Antonio	H	L	79	82	-3
Southern Utah	Cal State Fullerton	H	L	66	80	-14
Southern Utah	Eastern Kentucky	@	L	85	98	-13
Southern Utah	La Verne	H	W	105	85	20
Southern Utah	Utah Valley	@	W	68	54	14
Southern Utah	Bristol University	H	W	79	41	38
Southern Utah	Saint Mary's (CA)	@	L	36	92	-56
Southern Utah	IUPUI	@	L	68	82	-14
Southern Utah	Butler	@	L	52	88	-36
Southern Utah	Montana State	H	W	93	82	11
Southern Utah	Montana	H	L	66	83	-17
Southern Utah	Northern Arizona	H	L	63	73	-10
Southern Utah	Eastern Washington	@	L	80	106	-26
Southern Utah	Idaho	@	W	85	83	2
Southern Utah	Northern Colorado	H	L	80	90	-10
Southern Utah	North Dakota	H	L	72	88	-16
Southern Utah	Idaho State	@	L	68	87	-19
Southern Utah	Weber State	@	L	50	77	-27
Southern Utah	Idaho	H	L	44	68	-24
Southern Utah	Eastern Washington	H	L	67	81	-14
Southern Utah	Montana	@	L	53	86	-33
Southern Utah	Montana State	@	L	73	80	-7
Southern Utah	Weber State	H	L	83	87	-4
Southern Utah	Idaho State	H	L	71	89	-18
Southern Utah	Northern Arizona	@	W	69	59	10
Southern Utah	Sacramento State	@	L	63	69	-6
Southern Utah	Portland State	@	L	86	88	-2
Southern Utah	North Dakota	N	L	80	85	-5
Southern	Arkansas	@	L	68	86	-18
Southern	Mississippi State	@	W	76	72	4
Southern	Tulane	H	W	90	82	8
Southern	Dillard	H	W	79	65	14
Southern	Paul Quinn	H	W	96	63	33
Southern	Southeastern Louisiana	@	W	73	69	4
Southern	Grand Canyon	@	L	56	70	-14
Southern	Wyoming	@	W	68	58	10
Southern	Ecclesia	H	W	96	69	27
Southern	Memphis	@	L	67	72	-5
Southern	Louisiana Tech	@	L	76	83	-7
Southern	North Carolina Central	N	W	68	63	5
Southern	Nebraska-Omaha	N	L	53	74	-21
Southern	Texas Southern	@	L	66	88	-22
Southern	Prairie View	@	L	65	71	-6
Southern	Grambling	H	W	66	61	5
Southern	Jackson State	H	W	74	66	8
Southern	Arkansas-Pine Bluff	@	W	69	55	14
Southern	Mississippi Valley State	@	W	67	54	13
Southern	Alabama State	H	W	73	69	4
Southern	Alabama A&M	H	W	73	52	21
Southern	Alcorn State	H	W	75	64	11
Southern	Grambling	@	W	79	66	13
Southern	Jackson State	@	L	80	81	-1
Southern	Arkansas-Pine Bluff	H	W	66	58	8
Southern	Mississippi Valley State	H	W	97	64	33
Southern	Alabama State	@	L	68	77	-9
Southern	Alabama A&M	@	L	66	78	-12
Southern	Alcorn State	@	L	56	70	-14
Southern	Texas Southern	H	W	84	79	5
Southern	Prairie View	H	L	71	79	-8
Southern	Alabama State	N	W	83	63	20
Southern	Texas Southern	N	W	81	73	8
St. Bonaventure	Binghamton	H	W	63	53	10
St. Bonaventure	Syracuse	@	L	66	79	-13
St. Bonaventure	Loyola (MD)	H	W	94	82	12
St. Bonaventure	Canisius	@	W	77	73	4
St. Bonaventure	Hofstra	H	L	83	89	-6
St. Bonaventure	Buffalo	@	W	60	58	2
St. Bonaventure	Ohio	H	W	81	68	13
St. Bonaventure	Vermont	H	W	80	68	12
St. Bonaventure	South Carolina State	H	W	64	45	19
St. Bonaventure	Siena	@	L	70	73	-3
St. Bonaventure	Niagara	H	W	82	68	14
St. Bonaventure	Davidson	H	W	97	85	12
St. Bonaventure	George Mason	@	W	77	58	19
St. Bonaventure	Massachusetts	@	W	88	77	11
St. Bonaventure	Rhode Island	H	W	69	64	5
St. Bonaventure	Duquesne	@	L	88	95	-7
St. Bonaventure	Dayton	H	L	79	85	-6
St. Bonaventure	Virginia Commonwealth	@	L	76	84	-8
St. Bonaventure	Richmond	H	W	84	68	16
St. Bonaventure	Saint Joseph's	@	W	83	73	10
St. Bonaventure	Saint Louis	H	W	65	62	3
St. Bonaventure	Fordham	@	W	76	72	4
St. Bonaventure	George Washington	H	W	64	57	7
St. Bonaventure	La Salle	@	L	64	71	-7
St. Bonaventure	Dayton	@	W	79	72	7
St. Bonaventure	Duquesne	H	W	80	76	4
St. Bonaventure	Massachusetts	H	W	85	83	2
St. Bonaventure	Saint Joseph's	H	W	98	90	8
St. Bonaventure	Saint Louis	@	W	76	67	9
St. Bonaventure	Davidson	N	L	86	90	-4
St. Francis (NY)	Boston College	@	L	49	75	-26
St. Francis (NY)	Mount Saint Vincent	H	W	93	67	26
St. Francis (NY)	Saint Louis	@	L	60	76	-16
St. Francis (NY)	Louisville	@	L	41	85	-44
St. Francis (NY)	North Florida	N	L	65	78	-13
St. Francis (NY)	Hartford	@	W	74	67	7
St. Francis (NY)	Lafayette	@	W	69	62	7
St. Francis (NY)	St. John's (NY)	@	L	56	63	-7
St. Francis (NY)	NJIT	H	L	86	92	-6
St. Francis (NY)	Manhattan	@	L	60	71	-11
St. Francis (NY)	Liberty	H	W	64	55	9
St. Francis (NY)	Saint Peter's	@	L	45	56	-11
St. Francis (NY)	Albany (NY)	H	L	66	71	-5
St. Francis (NY)	Fairleigh Dickinson	@	L	77	86	-9
St. Francis (NY)	Mount St. Mary's	@	L	40	44	-4
St. Francis (NY)	Saint Francis (PA)	H	W	73	56	17
St. Francis (NY)	Robert Morris	H	W	56	49	7
St. Francis (NY)	Bryant	@	L	59	61	-2
St. Francis (NY)	Sacred Heart	H	W	85	67	18
St. Francis (NY)	Wagner	H	L	59	83	-24
St. Francis (NY)	Long Island University	@	W	64	49	15
St. Francis (NY)	Wagner	@	L	61	64	-3
St. Francis (NY)	Central Connecticut State	@	W	60	49	11
St. Francis (NY)	Sacred Heart	@	L	70	74	-4
St. Francis (NY)	Fairleigh Dickinson	H	W	85	71	14
St. Francis (NY)	Central Connecticut State	H	W	74	67	7
St. Francis (NY)	Long Island University	H	L	67	82	-15
St. Francis (NY)	Saint Francis (PA)	@	W	70	58	12
St. Francis (NY)	Robert Morris	@	W	82	72	10
St. Francis (NY)	Bryant	H	W	79	72	7
St. Francis (NY)	Mount St. Mary's	H	W	55	49	6
St. Francis (NY)	Mount St. Mary's	H	L	51	60	-9
St. John's (NY)	Wagner	H	W	66	57	9
St. John's (NY)	Maryland-Baltimore County	H	W	75	53	22
St. John's (NY)	Rutgers	H	W	61	59	2
St. John's (NY)	Vanderbilt	N	L	55	92	-37
St. John's (NY)	Indiana	N	L	73	83	-10
St. John's (NY)	Chaminade	N	W	100	93	7
St. John's (NY)	Fordham	@	L	57	73	-16
St. John's (NY)	St. Francis (NY)	H	W	63	56	7
St. John's (NY)	Niagara	H	W	48	44	4
St. John's (NY)	Syracuse	N	W	84	72	12
St. John's (NY)	Incarnate Word	H	L	51	73	-22
St. John's (NY)	NJIT	H	L	74	83	-9
St. John's (NY)	South Carolina	N	L	61	75	-14
St. John's (NY)	Creighton	H	L	70	80	-10
St. John's (NY)	Providence	@	L	65	83	-18
St. John's (NY)	Xavier	H	L	66	74	-8
St. John's (NY)	Marquette	@	L	75	81	-6
St. John's (NY)	Georgetown	H	L	73	93	-20
St. John's (NY)	Butler	@	L	58	78	-20
St. John's (NY)	Marquette	H	L	73	78	-5
St. John's (NY)	Seton Hall	@	L	60	79	-19
St. John's (NY)	Villanova	H	L	53	68	-15
St. John's (NY)	Xavier	@	L	83	90	-7
St. John's (NY)	Butler	H	L	56	89	-33
St. John's (NY)	Georgetown	@	L	67	92	-25
St. John's (NY)	Villanova	@	L	63	73	-10
St. John's (NY)	DePaul	H	W	80	65	15
St. John's (NY)	Seton Hall	H	L	61	62	-1
St. John's (NY)	DePaul	@	L	75	83	-8
St. John's (NY)	Creighton	@	L	59	100	-41
St. John's (NY)	Providence	H	L	76	90	-14
St. John's (NY)	Marquette	N	L	93	101	-8
Stanford	Green Bay	H	W	93	89	4
Stanford	Charleston Southern	H	W	93	59	34
Stanford	Southern Methodist	H	L	70	85	-15
Stanford	Saint Mary's (CA)	@	L	61	78	-17
Stanford	Villanova	N	L	45	59	-14
Stanford	Arkansas	N	W	69	66	3
Stanford	Dartmouth	H	W	64	50	14
Stanford	DePaul	H	W	79	60	19
Stanford	Texas	H	L	73	75	-2
Stanford	Sacramento State	H	W	70	60	10
Stanford	Carroll	H	W	83	38	45
Stanford	Utah	H	W	70	68	2
Stanford	Colorado	H	L	55	56	-1
Stanford	Oregon State	@	W	78	72	6
Stanford	Oregon	@	L	58	71	-13
Stanford	University of California	H	W	77	71	6
Stanford	Arizona	H	L	57	71	-14
Stanford	Arizona State	H	W	75	73	2
Stanford	Colorado	@	L	75	91	-16
Stanford	Utah	@	L	74	96	-22
Stanford	University of California	@	L	61	76	-15
Stanford	Oregon State	H	L	50	62	-12
Stanford	Oregon	H	W	76	72	4
Stanford	Washington State	@	W	72	56	16
Stanford	Washington	@	L	53	64	-11
Stanford	Southern California	H	W	84	64	20
Stanford	UCLA	H	W	79	70	9
Stanford	Arizona State	@	L	64	74	-10
Stanford	Arizona	@	L	62	94	-32
Stanford	Washington	N	L	68	91	-23
Stephen F. Austin	Baylor	@	L	55	97	-42
Stephen F. Austin	Northern Iowa	@	L	60	70	-10
Stephen F. Austin	Louisiana State-Shreveport	H	W	88	64	24
Stephen F. Austin	Western Michigan	N	W	79	71	8
Stephen F. Austin	Tulane	N	L	59	60	-1
Stephen F. Austin	Appalachian State	N	W	94	84	10
Stephen F. Austin	Texas Southern	H	W	66	62	4
Stephen F. Austin	Henderson State	H	W	87	54	33
Stephen F. Austin	Arkansas Tech	H	W	86	48	38
Stephen F. Austin	Our Lady of the Lake	H	W	95	56	39
Stephen F. Austin	Arizona State	@	L	73	80	-7
Stephen F. Austin	Alabama-Birmingham	@	L	66	76	-10
Stephen F. Austin	McNeese State	H	W	86	57	29
Stephen F. Austin	Southeastern Louisiana	@	W	89	69	20
Stephen F. Austin	Central Arkansas	H	W	85	64	21
Stephen F. Austin	Abilene Christian	H	W	97	62	35
Stephen F. Austin	New Orleans	@	W	82	58	24
Stephen F. Austin	Sam Houston State	H	W	76	64	12
Stephen F. Austin	Lamar	H	W	86	52	34
Stephen F. Austin	Texas A&M-Corpus Christi	@	W	66	61	5
Stephen F. Austin	Houston Baptist	@	W	72	66	6
Stephen F. Austin	Northwestern State	H	W	83	72	11
Stephen F. Austin	Texas A&M-Corpus Christi	H	W	70	58	12
Stephen F. Austin	Incarnate Word	H	W	84	46	38
Stephen F. Austin	Nicholls State	@	W	88	53	35
Stephen F. Austin	Lamar	@	W	79	58	21
Stephen F. Austin	Houston Baptist	H	W	82	54	28
Stephen F. Austin	Incarnate Word	@	W	84	58	26
Stephen F. Austin	Northwestern State	@	W	95	55	40
Stephen F. Austin	Sam Houston State	@	W	85	64	21
Stephen F. Austin	Houston Baptist	N	W	104	68	36
Stetson	Richmond	@	L	85	108	-23
Stetson	Citadel	@	L	93	94	-1
Stetson	West Virginia	@	L	62	103	-41
Stetson	Fort Valley State	H	W	101	72	29
Stetson	Bethune-Cookman	N	W	83	70	13
Stetson	East Carolina	N	L	73	93	-20
Stetson	Florida International	@	W	81	75	6
Stetson	Central Florida	H	L	85	94	-9
Stetson	Tennessee State	@	L	54	74	-20
Stetson	Tennessee State	H	L	90	93	-3
Stetson	Albany State (GA)	H	W	95	69	26
Stetson	IPFW	@	L	89	95	-6
Stetson	Georgia Southern	@	L	58	78	-20
Stetson	Florida Tech	H	W	93	83	10
Stetson	Webber	H	W	103	53	50
Stetson	North Florida	H	L	79	97	-18
Stetson	Florida Gulf Coast	@	L	53	82	-29
Stetson	South Carolina Upstate	H	W	89	86	3
Stetson	NJIT	H	L	59	71	-12
Stetson	Lipscomb	@	L	87	92	-5
Stetson	Kennesaw State	@	W	84	79	5
Stetson	Marquette	@	L	60	74	-14
Stetson	Jacksonville	@	L	60	75	-15
Stetson	North Florida	@	W	86	82	4
Stetson	Jacksonville	H	L	88	96	-8
Stetson	NJIT	@	L	70	74	-4
Stetson	South Carolina Upstate	@	L	83	85	-2
Stetson	Kennesaw State	H	L	82	92	-10
Stetson	Lipscomb	H	L	74	77	-3
Stetson	Bethune-Cookman	H	L	94	96	-2
Stetson	Florida Gulf Coast	H	W	80	73	7
Stetson	NJIT	@	W	82	67	15
Stetson	Lipscomb	@	W	96	75	21
Stetson	Florida Gulf Coast	@	L	78	80	-2
Stony Brook	Merchant Marine Academy	H	W	103	32	71
Stony Brook	Vanderbilt	@	L	72	79	-7
Stony Brook	Western Kentucky	@	L	66	67	-1
Stony Brook	Loyola (MD)	@	W	76	63	13
Stony Brook	Farmingdale State	H	W	91	42	49
Stony Brook	Princeton	H	W	91	77	14
Stony Brook	Notre Dame	@	L	61	86	-25
Stony Brook	Northeastern	@	L	62	75	-13
Stony Brook	American	@	W	86	68	18
Stony Brook	Hofstra	H	W	71	68	3
Stony Brook	Lehigh	@	W	75	62	13
Stony Brook	NJIT	@	W	83	61	22
Stony Brook	Columbia	H	W	69	60	9
Stony Brook	Binghamton	@	W	62	52	10
Stony Brook	Massachusetts-Lowell	H	W	86	59	27
Stony Brook	Maryland-Baltimore County	H	W	86	74	12
Stony Brook	New Hampshire	@	W	80	50	30
Stony Brook	Hartford	@	W	77	43	34
Stony Brook	Albany (NY)	H	W	69	63	6
Stony Brook	Maine	H	W	81	54	27
Stony Brook	Vermont	@	W	72	61	11
Stony Brook	Binghamton	H	W	76	51	25
Stony Brook	Massachusetts-Lowell	@	W	91	73	18
Stony Brook	Hartford	H	W	85	72	13
Stony Brook	Maryland-Baltimore County	@	W	75	52	23
Stony Brook	New Hampshire	H	W	59	58	1
Stony Brook	Albany (NY)	@	L	70	82	-12
Stony Brook	Maine	@	W	75	56	19
Stony Brook	Vermont	H	L	62	76	-14
Stony Brook	Maryland-Baltimore County	H	W	86	76	10
Stony Brook	Hartford	H	W	80	64	16
Syracuse	Lehigh	H	W	57	47	10
Syracuse	St. Bonaventure	H	W	79	66	13
Syracuse	Elon	H	W	66	55	11
Syracuse	Charlotte	N	W	83	70	13
Syracuse	Connecticut	N	W	79	76	3
Syracuse	Texas A&M	N	W	74	67	7
Syracuse	Wisconsin	H	L	58	66	-8
Syracuse	Georgetown	@	L	72	79	-7
Syracuse	Colgate	H	W	78	51	27
Syracuse	St. John's (NY)	N	L	72	84	-12
Syracuse	Cornell	H	W	67	46	21
Syracuse	Montana State	H	W	82	60	22
Syracuse	Texas Southern	H	W	80	67	13
Syracuse	Pittsburgh	@	L	61	72	-11
Syracuse	Miami (FL)	@	L	51	64	-13
Syracuse	Clemson	H	L	73	74	-1
Syracuse	North Carolina	H	L	73	84	-11
Syracuse	Boston College	H	W	62	40	22
Syracuse	Wake Forest	@	W	83	55	28
Syracuse	Duke	@	W	64	62	2
Syracuse	Virginia	@	L	65	73	-8
Syracuse	Notre Dame	H	W	81	66	15
Syracuse	Georgia Tech	H	W	60	57	3
Syracuse	Virginia Tech	H	W	68	60	8
Syracuse	Florida State	H	W	85	72	13
Syracuse	Boston College	@	W	75	61	14
Syracuse	Louisville	@	L	58	72	-14
Syracuse	Pittsburgh	H	L	52	66	-14
Syracuse	North Carolina State	H	W	75	66	9
Syracuse	North Carolina	@	L	70	75	-5
Syracuse	Florida State	@	L	73	78	-5
Syracuse	Pittsburgh	N	L	71	72	-1
Temple	North Carolina	N	L	67	91	-24
Temple	Minnesota	N	W	75	70	5
Temple	Butler	N	L	69	74	-5
Temple	Utah	N	L	68	74	-6
Temple	Delaware	H	W	69	50	19
Temple	Fairleigh Dickinson	H	W	79	70	9
Temple	Wisconsin	@	L	60	76	-16
Temple	Pennsylvania	@	W	77	73	4
Temple	Saint Joseph's	H	L	65	66	-1
Temple	Delaware State	H	W	78	63	15
Temple	Cincinnati	@	W	77	70	7
Temple	Houston	H	L	50	77	-27
Temple	Connecticut	@	W	55	53	2
Temple	East Carolina	H	W	78	60	18
Temple	Memphis	@	L	65	67	-2
Temple	Cincinnati	H	W	67	65	2
Temple	La Salle	@	W	62	49	13
Temple	Southern Methodist	H	W	89	80	9
Temple	East Carolina	@	L	61	64	-3
Temple	South Florida	@	W	70	63	7
Temple	Tulsa	H	W	83	79	4
Temple	Central Florida	@	W	62	60	2
Temple	Connecticut	H	W	63	58	5
Temple	South Florida	H	W	77	65	12
Temple	Villanova	H	L	67	83	-16
Temple	Houston	@	W	69	66	3
Temple	Tulsa	@	L	55	74	-19
Temple	Central Florida	H	W	63	61	2
Temple	Memphis	H	W	72	62	10
Temple	Tulane	@	W	64	56	8
Temple	South Florida	N	W	79	62	17
Tennessee-Martin	Oklahoma State	@	L	57	91	-34
Tennessee-Martin	Bethune-Cookman	H	L	79	86	-7
Tennessee-Martin	Oral Roberts	N	L	66	70	-4
Tennessee-Martin	Florida International	N	L	62	69	-7
Tennessee-Martin	James Madison	@	W	78	75	3
Tennessee-Martin	Harris-Stowe	H	W	83	57	26
Tennessee-Martin	Mississippi State	@	L	51	76	-25
Tennessee-Martin	Missouri-Kansas City	@	L	70	74	-4
Tennessee-Martin	Texas Tech	@	L	49	68	-19
Tennessee-Martin	Texas-Rio Grande Valley	@	W	72	64	8
Tennessee-Martin	Saint Louis	@	W	82	76	6
Tennessee-Martin	Arkansas State	H	W	74	70	4
Tennessee-Martin	Alcorn State	H	W	70	47	23
Tennessee-Martin	Florida Atlantic	@	W	57	48	9
Tennessee-Martin	Boyce	H	W	122	60	62
Tennessee-Martin	Eastern Kentucky	@	W	78	70	8
Tennessee-Martin	Morehead State	@	L	58	64	-6
Tennessee-Martin	Tennessee Tech	H	W	96	90	6
Tennessee-Martin	Jacksonville State	@	L	60	82	-22
Tennessee-Martin	Belmont	H	L	72	82	-10
Tennessee-Martin	Southeast Missouri State	@	L	60	68	-8
Tennessee-Martin	Eastern Illinois	@	L	74	82	-8
Tennessee-Martin	Murray State	H	W	63	59	4
Tennessee-Martin	Austin Peay	H	W	86	77	9
Tennessee-Martin	Southern Illinois-Edwardsville	@	W	79	62	17
Tennessee-Martin	Southeast Missouri State	H	W	77	64	13
Tennessee-Martin	Austin Peay	@	W	85	84	1
Tennessee-Martin	Eastern Illinois	H	W	87	84	3
Tennessee-Martin	Southern Illinois-Edwardsville	H	W	68	51	17
Tennessee-Martin	Tennessee State	H	W	72	56	16
Tennessee-Martin	Murray State	@	L	55	79	-24
Tennessee-Martin	Morehead State	N	W	83	70	13
Tennessee-Martin	Austin Peay	N	L	73	83	-10
Tennessee State	Loyola (MD)	@	W	86	71	15
Tennessee State	Ohio	@	L	67	75	-8
Tennessee State	Fisk	H	W	72	50	22
Tennessee State	Middle Tennessee	H	L	66	69	-3
Tennessee State	Reinhardt	H	W	77	61	16
Tennessee State	Kennesaw State	@	W	56	49	7
Tennessee State	Stetson	H	W	74	54	20
Tennessee State	Grambling	N	W	64	52	12
Tennessee State	Stetson	@	W	93	90	3
Tennessee State	Lipscomb	H	W	89	86	3
Tennessee State	Alcorn State	N	W	81	76	5
Tennessee State	Illinois State	@	L	55	66	-11
Tennessee State	Tennessee	@	L	69	74	-5
Tennessee State	Southeast Missouri State	@	W	72	66	6
Tennessee State	Eastern Illinois	@	W	66	61	5
Tennessee State	Southern Illinois-Edwardsville	H	W	63	60	3
Tennessee State	Austin Peay	H	W	66	52	14
Tennessee State	Murray State	H	W	73	71	2
Tennessee State	Belmont	@	L	95	103	-8
Tennessee State	Tennessee Tech	@	L	79	81	-2
Tennessee State	Jacksonville State	@	W	78	53	25
Tennessee State	Eastern Kentucky	H	L	81	97	-16
Tennessee State	Morehead State	H	W	77	76	1
Tennessee State	Tennessee Tech	H	W	85	55	30
Tennessee State	Eastern Kentucky	@	W	79	78	1
Tennessee State	Morehead State	@	L	61	66	-5
Tennessee State	Jacksonville State	H	W	61	46	15
Tennessee State	Tennessee-Martin	@	L	56	72	-16
Tennessee State	Belmont	H	W	87	72	15
Tennessee State	Austin Peay	N	L	72	74	-2
Tennessee Tech	Piedmont	H	W	110	72	38
Tennessee Tech	Air Force	@	L	70	80	-10
Tennessee Tech	New Mexico State	@	L	63	76	-13
Tennessee Tech	Jackson State	H	W	86	82	4
Tennessee Tech	Robert Morris	H	W	85	72	13
Tennessee Tech	Cincinnati-Clermont	H	W	91	66	25
Tennessee Tech	Mississippi Valley State	H	W	101	64	37
Tennessee Tech	East Tennessee State	H	W	63	61	2
Tennessee Tech	Lipscomb	@	W	81	78	3
Tennessee Tech	Arkansas	@	L	57	83	-26
Tennessee Tech	Chattanooga	@	L	69	80	-11
Tennessee Tech	Miami (OH)	H	W	77	64	13
Tennessee Tech	Iowa	@	L	63	85	-22
Tennessee Tech	Eastern Illinois	H	W	94	84	10
Tennessee Tech	Southern Illinois-Edwardsville	H	W	86	63	23
Tennessee Tech	Murray State	@	W	71	65	6
Tennessee Tech	Austin Peay	@	W	72	66	6
Tennessee Tech	Tennessee-Martin	@	L	90	96	-6
Tennessee Tech	Southeast Missouri State	H	W	91	55	36
Tennessee Tech	Morehead State	@	L	74	81	-7
Tennessee Tech	Eastern Kentucky	@	W	89	83	6
Tennessee Tech	Tennessee State	H	W	81	79	2
Tennessee Tech	Belmont	H	W	89	79	10
Tennessee Tech	Jacksonville State	@	W	68	58	10
Tennessee Tech	Tennessee State	@	L	55	85	-30
Tennessee Tech	Jacksonville State	H	W	72	70	2
Tennessee Tech	Belmont	@	L	86	95	-9
Tennessee Tech	Morehead State	H	L	59	69	-10
Tennessee Tech	Eastern Kentucky	H	W	92	82	10
Tennessee Tech	Austin Peay	N	L	72	92	-20
Tennessee	North Carolina-Asheville	H	W	82	78	4
Tennessee	Georgia Tech	@	L	67	69	-2
Tennessee	Marshall	H	W	84	74	10
Tennessee	Gardner-Webb	H	W	89	64	25
Tennessee	Army	H	W	95	80	15
Tennessee	George Washington	N	L	70	73	-3
Tennessee	Nebraska	N	L	71	82	-11
Tennessee	Butler	@	L	86	94	-8
Tennessee	Florida Atlantic	H	W	81	62	19
Tennessee	Gonzaga	N	L	79	86	-7
Tennessee	East Tennessee State	H	W	76	67	9
Tennessee	Tennessee State	H	W	74	69	5
Tennessee	Auburn	@	L	77	83	-6
Tennessee	Florida	H	W	83	69	14
Tennessee	Texas A&M	H	L	88	92	-4
Tennessee	Georgia	@	L	72	81	-9
Tennessee	Mississippi State	@	W	80	75	5
Tennessee	Vanderbilt	H	L	74	88	-14
Tennessee	South Carolina	H	W	78	69	9
Tennessee	Alabama	@	L	57	63	-6
Tennessee	Texas Christian	@	L	63	75	-12
Tennessee	Kentucky	H	W	84	77	7
Tennessee	Arkansas	@	L	67	85	-18
Tennessee	Auburn	H	W	71	45	26
Tennessee	Missouri	@	L	64	75	-11
Tennessee	Kentucky	@	L	70	80	-10
Tennessee	Louisiana State	H	W	81	65	16
Tennessee	South Carolina	@	L	58	84	-26
Tennessee	Arkansas	H	L	65	75	-10
Tennessee	Vanderbilt	@	L	69	86	-17
Tennessee	Mississippi	H	L	60	83	-23
Tennessee	Auburn	N	W	97	59	38
Tennessee	Vanderbilt	N	W	67	65	2
Tennessee	Louisiana State	N	L	75	84	-9
Texas A&M-Corpus Christi	Our Lady of the Lake	H	W	94	72	22
Texas A&M-Corpus Christi	Texas A&M	@	L	70	95	-25
Texas A&M-Corpus Christi	Texas	@	L	56	67	-11
Texas A&M-Corpus Christi	St. Edward's	H	W	78	50	28
Texas A&M-Corpus Christi	Furman	N	W	73	69	4
Texas A&M-Corpus Christi	Elon	@	W	85	81	4
Texas A&M-Corpus Christi	Austin Peay	H	W	61	48	13
Texas A&M-Corpus Christi	Texas State	H	W	47	39	8
Texas A&M-Corpus Christi	Texas-San Antonio	@	W	85	79	6
Texas A&M-Corpus Christi	Wisconsin	@	L	49	64	-15
Texas A&M-Corpus Christi	Cal Poly	H	W	80	74	6
Texas A&M-Corpus Christi	Austin Peay	@	W	74	70	4
Texas A&M-Corpus Christi	Central Arkansas	H	W	94	82	12
Texas A&M-Corpus Christi	McNeese State	@	W	77	68	9
Texas A&M-Corpus Christi	Lamar	@	W	91	82	9
Texas A&M-Corpus Christi	Nicholls State	H	W	76	71	5
Texas A&M-Corpus Christi	Northwestern State	@	W	89	79	10
Texas A&M-Corpus Christi	New Orleans	H	W	97	76	21
Texas A&M-Corpus Christi	Southeastern Louisiana	H	W	73	63	10
Texas A&M-Corpus Christi	Stephen F. Austin	H	L	61	66	-5
Texas A&M-Corpus Christi	Incarnate Word	@	L	65	70	-5
Texas A&M-Corpus Christi	Sam Houston State	H	W	51	48	3
Texas A&M-Corpus Christi	Houston Baptist	H	W	83	76	7
Texas A&M-Corpus Christi	Stephen F. Austin	@	L	58	70	-12
Texas A&M-Corpus Christi	New Orleans	@	W	65	57	8
Texas A&M-Corpus Christi	Incarnate Word	H	W	90	69	21
Texas A&M-Corpus Christi	Abilene Christian	H	W	65	59	6
Texas A&M-Corpus Christi	Sam Houston State	@	W	75	70	5
Texas A&M-Corpus Christi	Houston Baptist	@	W	81	71	10
Texas A&M-Corpus Christi	Abilene Christian	@	W	74	69	5
Texas A&M-Corpus Christi	Sam Houston State	N	W	79	76	3
Texas A&M	South Carolina Upstate	H	W	104	64	40
Texas A&M	Southeastern Louisiana	H	W	100	58	42
Texas A&M	Texas A&M-Corpus Christi	H	W	95	70	25
Texas A&M	North Carolina-Asheville	H	W	75	47	28
Texas A&M	Texas	N	W	84	73	11
Texas A&M	Gonzaga	N	W	62	61	1
Texas A&M	Syracuse	N	L	67	74	-7
Texas A&M	Florida Gulf Coast	H	W	75	65	10
Texas A&M	Arizona State	@	L	54	67	-13
Texas A&M	Kansas State	H	W	78	68	10
